nom,dci,laboratoire,amm,is_available,classe,sous_classe,forme,gp_status,veic,tableau,nb_fabricants_dci,hhi_dci,nb_amm_dci,nb_presentations_dci,nb_dci_sous_classe,anciennete_amm,duree_conservation_mois,indications_len,nb_indications,est_generique,est_biosimilaire,est_injectable,est_chronique,indications,dosage,presentation,date_amm
ACTICIL,AMBROXOL,GALPHARMA,9223451,0,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,Comprimé,Générique,Confort,O,6,0.18000000000000005,10,7,31,8.0,24.0,187,2,1,0,0,1,"Traitement des troubles de la sécrétion bronchique de l'adulte , notamment au cours des affections bronchiques aigues: - bronchite aigue, épisode aigu des bronchopneumopathies chroniques.",30 mg,B/30,2018-03-07
ACTIFED RHUME,PSEUDOEPHEDRINE+TRIPROLIDINE,TERIAK,9253262,1,SYSTEME RESPIRATOIRE,MEDICAMENTS POUR LE NEZ,Comprimé,Princeps,Confort,O,1,1.0,1,1,26,21.0,36.0,95,1,0,0,0,1,Traitement symtomatique de la congestion nasale au cours des affections rhinopharyngées aiguës.,,B/20,2005-03-16
ACTIFED RHUME ET FIEVRE,PARACETAMOL+PSEUDOEPHEDRINE+TRIPROLIDINE,TERIAK,9253263,1,SYSTEME RESPIRATOIRE,MEDICAMENTS POUR LE NEZ,Comprimé,Générique,Confort,O,2,0.5555555555555556,3,2,26,21.0,24.0,196,1,1,0,0,1,Traitement symptomatique de la congestion et de l'hypersécrétion nasales au cours des affections rhinopharyngées aiguës avec maux de tête et/ou fièvre. Traitement symptomatique des états grippaux.,,B/16,2005-03-16
ACTIFED VITAMINE C,PARACETAMOL+PSEUDOEPHEDRINE+VITAMINE C,TERIAK,9253261,1,SYSTEME RESPIRATOIRE,MEDICAMENTS POUR LE NEZ,Comprimé pelliculé,Générique,Confort,O,3,0.375,4,2,26,21.0,24.0,130,1,1,0,0,1,Traitement symptomatique de l'hypersécrétion nasale au cours des affections rhinopharyngées aiguës avec maux de tête et/ou fièvre.,,B/20,2005-03-16
ACTILYSE,ALTEPLASE,BOEHRINGER INGELHEIM FRANCE,5253112H,1,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,Pdre p.prep.injectable,Princeps,Vital,A,1,1.0,3,3,16,23.1,36.0,250,1,0,0,1,0,"1/ Traitement thrombolytique à la phase aigue de l'infarctus du myocarde * Schéma thérapeutique dit ""accéléré"" (90 minutes) (voir posologie et mode d'administration) destiné aux patients chez qui le traitement peut être débuté dans les 6  heures suiv",20 mg,B/1 FL+FL/20ML,2003-01-14
ACTILYSE,ALTEPLASE,BOEHRINGER INGELHEIM FRANCE,5253111H,1,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,Pdre p.prep.injectable,Princeps,Vital,A,1,1.0,3,3,16,23.1,36.0,250,1,0,0,1,0,"1/ Traitement thrombolytique à la phase aigue de l'infarctus du myocarde * Schéma thérapeutique dit ""accéléré"" (90 minutes) (voir posologie et mode d'administration) destiné aux patients chez qui le traitement peut être débuté dans les 6  heures suiv",10 mg,B/1 FL+FL/10ML,2003-01-14
ACTILYSE,ALTEPLASE,BOEHRINGER INGELHEIM FRANCE,5253113H,1,SANG ET ORGANES HEMATOPOIETIQUES,AGENTS ANTITHROMBOTIQUES,Pdre p.prep.injectable,Princeps,Vital,A,1,1.0,3,3,16,23.1,36.0,250,1,0,0,1,0,"1/ Traitement thrombolytique à la phase aigue de l'infarctus du myocarde * Schéma thérapeutique dit ""accéléré"" (90 minutes) (voir posologie et mode d'administration) destiné aux patients chez qui le traitement peut être débuté dans les 6  heures suiv",50 mg,B/1 FL+FL/50ML,2003-01-14
ACTIPP,ESOMEPRAZOLE,ACT PHARMA,9363012,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,14,0.08875739644970414,78,19,19,11.5,24.0,247,7,1,0,0,1,- Reflux gastro-oesophagien : traitement de l'oesophagite érosive par reflux. - Traitement du syndrome de Zollinger-Ellison. - Poursuite du traitement après prévention par voie intraveineuse de la récidive hémorragique d'un ulcère gastro-duodénal.,40 MG,B/16,2014-09-01
ACTIPP,ESOMEPRAZOLE,ACT PHARMA,9363011,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,14,0.08875739644970414,78,19,19,11.5,24.0,250,7,1,0,0,1,"1/ Reflux gastro-oesophagien : - Traitement de l'oesophagite érosive par reflux, - Traitement d'entretien et prévention des récidives après cicatrisation d'une oesophagite par reflux gastro-oesophagien, - Traitement symptomatique du reflux gastro-oes",20 MG,B/8,2014-09-01
ACTIPP,ESOMEPRAZOLE,ACT PHARMA,9363013,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,14,0.08875739644970414,78,19,19,11.1,24.0,250,4,1,0,0,1,Les comprimés d'INEXIUM sont indiqués chez les adultes dans : · Reflux gastro-oesophagien (RGO) : - Traitement de l'osophagite érosive par reflux. - Traitement d'entretien et prévention des récidives après cicatrisation d'une oesophagite par reflux g,20 mg,B/16,2015-01-27
ACTIPP,ESOMEPRAZOLE,ACT PHARMA,9363014,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,14,0.08875739644970414,78,19,19,9.8,24.0,247,7,1,0,0,1,- Reflux gastro-oesophagien : traitement de l'oesophagite érosive par reflux. - Traitement du syndrome de Zollinger-Ellison. - Poursuite du traitement après prévention par voie intraveineuse de la récidive hémorragique d'un ulcère gastro-duodénal.,40 MG,B/28,2016-05-02
ACTIPP,ESOMEPRAZOLE,ACT PHARMA,9363015,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,Gélule gastrorésistante,Générique,Essentiel,C,14,0.08875739644970414,78,19,19,8.0,24.0,250,4,1,0,0,1,"Les gélules d'ACTIPP sont indiquées chez les adultes dans: 1/ Reflux gastro-oesophagien (RGO) : - Traitement de l'oesophagite érosive par reflux, - Traitement d'entretien et prévention des récidives après cicatrisation d'une oesophagite par reflux ga",20 mg,B/28,2018-02-22
ACTISOUFRE,MONOSULFURE DE SODIUM+LEVURES,GRIMBERG,10173042,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,Suspension buvable ou nasale,Princeps,Confort,O,1,1.0,2,2,31,9.0,36.0,136,1,0,0,0,1,Utilisé dans les états inflammatoires chroniques des voies respiratoires supérieures telles que rhinites et rhinopharyngites chroniques.,4mg/50mg/10 ml,B/30Ampoules/10 ml,2017-03-14
ACTISOUFRE,MONOSULFURE DE SODIUM+LEVURES,GRIMBERG,10173041,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,Solution pour pulvérisation buccale,Princeps,Confort,O,1,1.0,2,2,31,17.9,24.0,136,1,0,0,0,1,Utilisé dans les états inflammatoires chroniques des voies respiratoires supérieures telles que rhinites et rhinopharyngites chroniques.,,FL/100 ml,2008-04-22
ACTIVEX ADULTE,PARACETAMOL+PHENIRAMINE+VITAMINE C,TERIAK,9253871,0,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,Granulés pour solution buvable,Générique,Confort,O,6,0.20500000000000002,20,8,31,9.8,24.0,224,1,1,0,0,1,"1/ TRAITEMENT SYMPTOMATIQUE DES AFFECTIONS ORL AIGUES: RHUMES, RHINITES ALLERGIQUES, RHINOPHARYNGITES. 2/ TRAITEMENT SYMPTOMATIQUE DES ETATS GRIPPAUX. EN CAS D'AFFECTION BACTERIENNE, UNE ANTIBIOTHERAPIE PEUT ETRE NECESSAIRE.",,B/8 sachets,2016-05-17
ACTOPRIL,CAPTOPRIL,WEST PHARMA,9293114H,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,10,0.11777777777777777,30,8,37,17.7,24.0,250,9,1,0,0,1,- Hypertension artérielle ; - Insuffisance cardiaque congestive ; - Infarctus du myocarde dans les 24 premières heures chez les patients en situation hémodynamiquement stable ; - Post-infarctus du myocarde chez les patients avec dysfonction ventricul,50 mg,B/500,2008-06-25
ACTOPRIL,CAPTOPRIL,WEST PHARMA,9293113H,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,10,0.11777777777777777,30,8,37,17.7,24.0,250,9,1,0,0,1,- Hypertension artérielle ; - Insuffisance cardiaque congestive ; - Infarctus du myocarde dans les 24 premières heures chez les patients en situation hémodynamiquement stable ; - Post-infarctus du myocarde chez les patients avec dysfonction ventricul,25 mg,B/500,2008-06-25
ACTOPRIL,CAPTOPRIL,WEST PHARMA,9293115,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,10,0.11777777777777777,30,8,37,15.7,24.0,250,9,1,0,0,1,- Hypertension artérielle ; - Insuffisance cardiaque congestive ; - Infarctus du myocarde dans les 24 premières heures chez les patients en situation hémodynamiquement stable ; - Post-infarctus du myocarde chez les patients avec dysfonction ventricul,50 mg,B/60,2010-06-16
ACTOPRIL,CAPTOPRIL,WEST PHARMA,9293112,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,10,0.11777777777777777,30,8,37,17.8,24.0,250,9,1,0,0,1,- Hypertension artérielle ; - Insuffisance cardiaque congestive ; - Infarctus du myocarde dans les 24 premières heures chez les patients en situation hémodynamiquement stable ; - Post-infarctus du myocarde chez les patients avec dysfonction ventricul,50 mg,B/30,2008-05-24
ACTOPRIL,CAPTOPRIL,WEST PHARMA,9293111,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,10,0.11777777777777777,30,8,37,17.8,24.0,250,9,1,0,0,1,- Hypertension artérielle ; - Insuffisance cardiaque congestive ; - Infarctus du myocarde dans les 24 premières heures chez les patients en situation hémodynamiquement stable ; - Post-infarctus du myocarde chez les patients avec dysfonction ventricul,25 mg,B/60,2008-05-24
ACTOZID,CAPTOPRIL+HYDROCHLORTHIAZIDE,WEST PHARMA,9293321,1,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Comprimé sécable,Générique,Essentiel,A,5,0.20000000000000004,5,2,37,7.4,24.0,229,2,1,0,0,1,- Traitement de l'hypertension artérielle essentielle. Cette ossociation à dose fixe est indiquée chez les patients dont la pression artérielle n'est pas suffisamment contrôlée par le CAPTOPRIL seul ou l'hydrochlorothiazide seul.,50mg/25mg,B/30,2018-10-03
ACTRAPID,INSULINE HUMAINE,NOVO NORDISK A/S Bagsvaerd,5993016,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENT UTILISE DANS LE TRAITEMENT DU DIABETE,Solution injectable,Princeps,Vital,C,4,0.3254437869822486,13,7,26,24.3,30.0,28,1,0,0,1,1,Traitement du diabète sucré.,100 UI/ML,FL/10 ML,2001-11-28
ACTRAPID PENFILL,INSULINE HUMAINE,NOVO NORDISK A/S Bagsvaerd,5993024,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENT UTILISE DANS LE TRAITEMENT DU DIABETE,Suspension injectable,Princeps,Vital,C,4,0.3254437869822486,13,7,26,24.2,30.0,28,1,0,0,1,1,Traitement du diabète sucré.,100 UI/ML,FL/5/3 ML,2001-12-10
ACUPAN,NEFOPAM,BIOCODEX,5193031,1,SYSTEME NERVEUX,ANALGESIQUES,Solution injectable,Princeps,Essentiel,A,2,0.5,2,1,27,22.7,36.0,101,2,0,0,1,1,"Traitement symptomatique des affections douloureuses aiguës, notamment des douleurs post-opératoires.",20 mg,B/5/2ML,2003-06-06
ADALATE RETARD,NIFEDIPINE,SIPHAT,9003463H,1,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,Comprimé à libération prolongée,Générique,Essentiel,A,1,1.0,3,3,10,13.6,48.0,24,1,1,0,0,1,HYPERTENSION ARTERIELLE.,20 MG,B/750,2012-07-18
ADALATE RETARD,NIFEDIPINE,SIPHAT,9003461,1,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,Comprimé à libération prolongée,Princeps,Essentiel,A,1,1.0,3,3,10,30.3,48.0,24,1,0,0,0,1,HYPERTENSION ARTERIELLE.,20 MG,B/20,1995-10-27
ADALATE RETARD,NIFEDIPINE,SIPHAT,9003462H,1,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,Comprimé à libération prolongée,Princeps,Essentiel,A,1,1.0,3,3,10,28.1,36.0,24,1,0,0,0,1,HYPERTENSION ARTERIELLE.,20 MG,B/500,1998-01-09
ADENAFIL,SILDENAFIL,IBN AL BAYTAR,9073652,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,Comprimé pelliculé sécable,Générique,Confort,A,12,0.09876543209876543,36,6,17,9.1,24.0,242,1,1,0,0,0,"Traitement des troubles de l'érection, ce qui correspond à l'incapacité d'obtenir ou de maintenir une érection du pénis suffisante pour une activité sexuelle satisfaisante. Une stimulation sexuelle est requise pour que ADENAFIL soit efficace.",50 MG,B/2,2017-02-07
ADENAFIL,SILDENAFIL,IBN AL BAYTAR,9073651,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,Comprimé pelliculé sécable,Générique,Confort,A,12,0.09876543209876543,36,6,17,9.0,24.0,242,1,1,0,0,0,"Traitement des troubles de l'érection, ce qui correspond à l'incapacité d'obtenir ou de maintenir une érection du pénis suffisante pour une activité sexuelle satisfaisante. Une stimulation sexuelle est requise pour que ADENAFIL soit efficace.",50 mg,B/1,2017-02-16
ADENAFIL,SILDENAFIL,IBN AL BAYTAR,9073653,1,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,Comprimé pelliculé sécable,Générique,Confort,A,12,0.09876543209876543,36,6,17,9.1,24.0,242,1,1,0,0,0,"Traitement des troubles de l'érection, ce qui correspond à l'incapacité d'obtenir ou de maintenir une érection du pénis suffisante pour une activité sexuelle satisfaisante. Une stimulation sexuelle est requise pour que ADENAFIL soit efficace.",50 MG,B/4,2017-02-07
ADEX,INDAPAMIDE,LES LABORATOIRES MEDIS,9233261,1,SYSTEME CARDIOVASCULAIRE,DIURETIQUES,Comprimé,Générique,Essentiel,C,5,0.2222222222222222,6,1,7,23.1,60.0,23,1,1,0,0,1,Hypertension artérielle,2.500 MG,B/30,2003-02-06
ADEX LP,INDAPAMIDE,LES LABORATOIRES MEDIS,9233262,1,SYSTEME CARDIOVASCULAIRE,DIURETIQUES,Comprimé à libération prolongée,Générique,Essentiel,C,5,0.2222222222222222,6,1,7,14.4,24.0,36,1,1,0,0,1,Hypertension artérielle essentielle.,1.5 mg,B/30,2011-10-24
ADOFEN,IBUPROFEN,PHARMADERM,9053301,1,SYSTEME NERVEUX,ANALGESIQUES,Suspension buvable,Générique,Essentiel,O,15,0.10526315789473682,38,16,27,8.7,24.0,68,1,1,0,0,1,Traitement symptomatique des affections douloureuses et/ou fébriles.,20 mg/ml,FL/120ML,2017-06-28
ADOFEN,IBUPROFEN,PHARMADERM,9053322,1,MUSCLE ET SQUELETTE,TOPIQUES POUR LES DOULEURS ARTICULAIRES ET MUSCULA,Gel dermique,Générique,Confort,O,15,0.10526315789473682,38,16,17,7.0,24.0,128,1,1,0,0,0,"Traitement sumptomatique en traumatologie bénigne : entorses, contusions Traitement sumptomatique des tendinites superficielles.",5%,T/50 gr,2019-02-23
ADOFEN MENTHOL,IBUPROFENE + LEVOMENTHOL,PHARMADERM,9053321,0,MUSCLE ET SQUELETTE,TOPIQUES POUR LES DOULEURS ARTICULAIRES ET MUSCULA,Gel dermique,Générique,Confort,O,1,1.0,1,1,17,8.0,24.0,113,1,1,0,0,0,"Traitement  de la douleur et du gonflement en traumatologie bénigne: entorse, contusions, traumatologie sportive.",5%,T/ 50g,2018-02-22
ADOL,PARACETAMOL,SAIPH,9163285,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé sécable,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,9.6,36.0,145,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles. Traitement symptomatique des douleurs de l'arthrose.,1000 mg,B/8,2016-07-12
ADOL,PARACETAMOL,JULPHAR,7473083,1,SYSTEME NERVEUX,ANALGESIQUES,Gouttes buvables,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,30.7,36.0,67,1,1,0,0,1,TRAITEMENT SYMTOMATIQUE DES AFFECTIONS DOULOUREUSES ET/OU FEBRILES.,100 MG/ML,FL/15 ML,1995-06-19
ADOL,PARACETAMOL,SAIPH,9163283,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,19.7,36.0,68,1,1,0,0,1,TRAITEMENT SYMPTOMATIQUE DES AFFECTIONS DOULOUREUSES ET/OU FEBRILES.,500 mg,B/15,2006-06-13
ADOL,PARACETAMOL,SAIPH,9163284H,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,19.7,36.0,68,1,1,0,0,1,TRAITEMENT SYMPTOMATIQUE DES AFFECTIONS DOULOUREUSES ET/OU FEBRILES.,500 mg,B/150,2006-06-13
ADOL EXTRA,PARACETAMOL+CAFEINE,SAIPH,ST9164071,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé pelliculé,Générique,Essentiel,O,8,0.13580246913580246,9,4,27,7.8,24.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,500 mg/65 mg,B/20,2018-04-27
ADOLINE,PARACETAMOL,ALLIANCE PHARMA,9303081,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,14.6,36.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,500 mg,B/10,2011-07-18
ADOLINE,PARACETAMOL,ALLIANCE PHARMA,9303082,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,14.6,36.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,500 mg,B/20,2011-07-18
ADOLINE,PARACETAMOL,ALLIANCE PHARMA,9303083H,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,13.0,36.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,500 mg,B/500,2013-03-12
ADOLINE EXTRA,PARACETAMOL+CAFEINE,ALLIANCE PHARMA,9303151,0,SYSTEME NERVEUX,ANALGESIQUES,Comprimé pelliculé,Générique,Essentiel,O,8,0.13580246913580246,9,4,27,10.7,24.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,500 mg/65 mg,B/20,2015-06-01
ADOLINE FORT,PARACETAMOL+CODEINE,ALLIANCE PHARMA,9303101,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,A,8,0.14285714285714285,14,4,27,13.4,24.0,113,1,1,0,0,1,Réservé à l'adulte: douleurs modérée ou intense ou ne répondant pas à l'utilisation d'antalgiques périphériques .,400mg /25 mg,B/20,2012-10-17
ADONTAG,PREGABALINE,TAHA PHARMA,9373521,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,7.9,36.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG est indiqué le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG est indiqué chez l'adulte en association dans le traitement des crises épileptiques partielles ave,75 mg,FL/30,2018-03-23
ADONTAG,PREGABALINE,TAHA PHARMA,9373522,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,7.9,36.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG est indiqué le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG est indiqué chez l'adulte en association dans le traitement des crises épileptiques partielles ave,150 mg,FL/14,2018-03-22
ADONTAG,PREGABALINE,TAHA PHARMA,9373523,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,7.9,24.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG est indiqué le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG est indiqué chez l'adulte en association dans le traitement des crises épileptiques partielles ave,150 mg,FL/28,2018-03-22
ADONTAG,PREGABALINE,TAHA PHARMA,9373524,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,7.9,36.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG est indiqué le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG est indiqué chez l'adulte en association dans le traitement des crises épileptiques partielles ave,150 mg,FL/56,2018-03-22
ADONTAG,PREGABALINE,TAHA PHARMA,9373525,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,6.6,24.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG est indiqué le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG est indiqué chez l'adulte en association dans le traitement des crises épileptiques partielles ave,75 mg,FL/14,2019-07-19
ADONTAG,PREGABALINE,TAHA PHARMA,9373528,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,4.9,24.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG 150 est indiqué dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG 150 est indiqué chez l'adulte en association dans le traitement des crises épileptiques p,150 mg,B/60,2021-03-26
ADONTAG,PREGABALINE,TAHA PHARMA,9373526,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,4.9,24.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG 150 est indiqué dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG 150 est indiqué chez l'adulte en association dans le traitement des crises épileptiques p,150 mg,B/18,2021-03-26
ADONTAG,PREGABALINE,TAHA PHARMA,9373527,1,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,Gélule,Générique,Vital,A,16,0.0759769886927197,71,17,13,4.9,24.0,250,3,1,0,0,1,Douleurs neuropathiques: - ADONTAG 150 est indiqué dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. Epilepsie: - ADONTAG 150 est indiqué chez l'adulte en association dans le traitement des crises épileptiques p,150 mg,B/30,2021-03-26
ADRENALINE 0.1%,ADRENALINE,RENAUDIN,7713041H,0,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,Solution injectable,Générique,Vital,A,6,0.18000000000000005,10,7,18,23.7,24.0,239,6,1,0,1,1,"- Traitement de l'arrêt cardiovasculaire. - Traitement du choc anaphyllactique; - Traitement des détresses cardio-vasculaires avec états de choc anaphyllactique, hémorragique, traumatique, infectieux ou secondaire à la chirurgie cardiaque.",1 MG/ML,B/100/1ML,2002-06-12
